Rating;Rating Agency;Corporation;Year;Default Probability;Predicted Rating
A-;Standard & Poor's Ratings Services;Sony Corp.;2011;0.000010467454102;B
BBB-;Standard & Poor's Ratings Services;Southern Copper Corp.;2011;0.000028537181636;B
A;Standard & Poor's Ratings Services;Southern Power Company;2011;0.000109819702197;B
BBB+;Standard & Poor's Ratings Services;Southern Power Company;2011;0.000129728713023;B
BBB+;Standard & Poor's Ratings Services;Southern Power Company;2011;0.000105831473031;B
BBB-;Standard & Poor's Ratings Services;Southwest Airlines Co.;2011;0.001529618411425;B
BBB+;Standard & Poor's Ratings Services;Southwest Gas Corp.;2011;0.125669775968468;B
A;Standard & Poor's Ratings Services;Stanley Black & Decker Inc.;2011;0.209889166973513;AAA
BBB+;Standard & Poor's Ratings Services;Stanley Black & Decker Inc.;2011;0.234860988374909;AAA
A;Standard & Poor's Ratings Services;Starbucks Corp.;2011;0.000075959311941;AAA
A+;Standard & Poor's Ratings Services;Target Corp.;2011;0.465259952480416;AAA
BBB;Standard & Poor's Ratings Services;Teck Resources Ltd.;2011;0.000138149655784;B
BB-;Standard & Poor's Ratings Services;Teleflex Incorporated;2011;0.000139008586730;BB
BB-;Standard & Poor's Ratings Services;Teleflex Incorporated;2011;0.000143576034572;BB
BBB-;Standard & Poor's Ratings Services;Telephone and Data Systems Inc.;2011;0.000044856579542;B
CCC+;Standard & Poor's Ratings Services;Tenet Healthcare Corp.;2011;0.000084628631466;C
BB-;Standard & Poor's Ratings Services;Tenet Healthcare Corp.;2011;0.000078893691392;C
B+;Standard & Poor's Ratings Services;Tenneco Inc.;2011;0.000077124835617;BBB
BB-;Standard & Poor's Ratings Services;Terex Corp.;2011;0.000064279463880;BBB
A;Standard & Poor's Ratings Services;Thomson Reuters Corp.;2011;0.000027948774927;AAA
A-;Standard & Poor's Ratings Services;Thomson Reuters Corp.;2011;0.000028825929952;AAA
BB+;Standard & Poor's Ratings Services;Toll Brothers Inc.;2011;0.000032437425419;BB
BB;Standard & Poor's Ratings Services;Toll Brothers Inc.;2011;0.000030375764732;BB
BB+;Standard & Poor's Ratings Services;TransAlta Corp.;2011;0.000035427794575;BB
BB-;Standard & Poor's Ratings Services;TreeHouse Foods, Inc.;2011;0.000062320120143;BB
BB-;Standard & Poor's Ratings Services;Trinity Industries Inc.;2011;0.000092802923578;BB
BBB;Standard & Poor's Ratings Services;Triton Container International Ltd.;2011;0.000001500621031;B
BBB;Standard & Poor's Ratings Services;Triton Container International Ltd.;2011;0.000001496475215;B
BBB-;Standard & Poor's Ratings Services;Tupperware Brands Corporation;2011;0.000039824809305;B
BB-;Standard & Poor's Ratings Services;Tutor Perini Corporation;2011;0.000047126857609;BB
B;Standard & Poor's Ratings Services;Unisys Corp.;2011;0.000081317535534;BBB
B;Standard & Poor's Ratings Services;United Rentals Inc.;2011;0.000010076626326;BBB
BBB-;Standard & Poor's Ratings Services;United States Cellular Corporation;2011;0.000104792988576;B
BB-;Standard & Poor's Ratings Services;Vail Resorts Inc.;2011;0.000013786879632;BB
BBB-;Standard & Poor's Ratings Services;Valmont Industries Inc.;2011;0.000014932296352;B
BBB+;Standard & Poor's Ratings Services;Vector Ltd.;2011;0.000020409506542;B
BBB-;Standard & Poor's Ratings Services;Verisk Analytics, Inc.;2011;0.000017717208331;B
BBB-;Standard & Poor's Ratings Services;Verisk Analytics, Inc.;2011;0.000007975037535;B
BB;Standard & Poor's Ratings Services;Vishay Intertechnology Inc.;2011;0.000034250263948;BB
BB+;Standard & Poor's Ratings Services;Vishay Intertechnology Inc.;2011;0.000036241864665;BB
BB;Standard & Poor's Ratings Services;Vulcan Materials Co.;2011;0.000021248613704;BB
BB;Standard & Poor's Ratings Services;Vulcan Materials Co.;2011;0.000018271807187;BB
BBB+;Standard & Poor's Ratings Services;WEC Energy Group Inc.;2011;0.000044693387311;AAA
A;Standard & Poor's Ratings Services;WEC Energy Group Inc.;2011;0.000051015738434;AAA
BB+;Standard & Poor's Ratings Services;Williams Companies Inc. (The);2011;0.000105778877732;BB
BB+;Standard & Poor's Ratings Services;Williams Companies Inc. (The);2011;0.000103909858302;BB
BBB;Standard & Poor's Ratings Services;Worthington Industries Inc.;2011;0.000031644950160;B
A;Standard & Poor's Ratings Services;Xcel Energy Inc.;2011;0.000151480080476;AAA
BBB+;Standard & Poor's Ratings Services;York Water Co. (The);2011;0.000107199508541;B
BBB-;Standard & Poor's Ratings Services;Yum! Brands Inc.;2011;0.000055981255739;B
AA;Moody's Investors Service;3M Company;2012;0.771782824528285;AA
BB-;Moody's Investors Service;AAR CORP.;2012;0.000000272764756;BB
BBB+;Fitch Ratings;ABB Ltd;2012;0.000039705149971;B
BBB;Standard & Poor's Ratings Services;ABB Ltd.;2012;0.000339035703301;B
A;Standard & Poor's Ratings Services;ABB Ltd.;2012;0.000430094780892;AAA
A;Standard & Poor's Ratings Services;ALLETE Inc.;2012;0.000071889574346;AAA
A;Moody's Investors Service;ALLETE, Inc.;2012;0.000000633271991;AAA
B;Moody's Investors Service;AMC Networks Inc.;2012;0.000000014224737;BBB
B+;Moody's Investors Service;AMC Networks Inc.;2012;0.000000012276881;BBB
A+;Fitch Ratings;Abbott Laboratories;2012;0.000003411259959;AAA
A+;Standard & Poor's Ratings Services;Abbott Laboratories;2012;0.000359115444423;A
B-;Moody's Investors Service;Acadia Healthcare Company, Inc.;2012;0.000001471475838;BBB
BBB-;Moody's Investors Service;Advance Auto Parts, Inc.;2012;0.000000415792632;B
BB-;Standard & Poor's Ratings Services;Advanced Micro Devices Inc.;2012;0.000080661126028;BB
B+;Fitch Ratings;Advanced Micro Devices, Inc.;2012;0.000015917701751;BBB
B+;Fitch Ratings;Advanced Micro Devices, Inc.;2012;0.000013017451320;BBB
B+;Moody's Investors Service;Advanced Micro Devices, Inc.;2012;0.000003904599988;BBB
B;Fitch Ratings;Advanced Micro Devices, Inc.;2012;0.000019063617550;BBB
A;Moody's Investors Service;Air Products and Chemicals, Inc.;2012;0.000000154211723;AAA
B;Standard & Poor's Ratings Services;Alaska Air Group Inc.;2012;0.000053834041694;BBB
B-;Moody's Investors Service;Alere Inc.;2012;0.000001399244448;BBB
B-;Moody's Investors Service;Alere Inc.;2012;0.000001703825752;BBB
BB;Moody's Investors Service;AllScripts Healthcare Solutions, Inc.;2012;0.000000305395162;BB
BBB-;Moody's Investors Service;Allegheny Technologies Incorporated;2012;0.000001952016910;B
B+;Moody's Investors Service;Alliance Laundry Systems LLC;2012;0.000000509475789;BBB
B;Moody's Investors Service;Alliance Laundry Systems LLC;2012;0.000000593506072;BBB
A;Standard & Poor's Ratings Services;Alliant Energy Corp.;2012;0.000148312012740;B
BBB;Standard & Poor's Ratings Services;Alliant Energy Corp.;2012;0.000111136121255;B
BBB+;Moody's Investors Service;Alliant Energy Corporation;2012;0.000002158638127;B
B-;Moody's Investors Service;Allison Transmission, Inc.;2012;0.000002383412275;BB
BB;Fitch Ratings;Allison Transmission, Inc.;2012;0.000002280072933;BB
B+;Moody's Investors Service;Alon USA Energy, Inc.;2012;0.000000182313922;BBB
B;Moody's Investors Service;Alon USA Energy, Inc.;2012;0.000000204466169;BBB
AA-;Standard & Poor's Ratings Services;Amazon.com Inc.;2012;0.714990158359016;AA
BBB+;Fitch Ratings;Ameren Corporation;2012;0.000000080873927;B
A;Fitch Ratings;America Movil S.A.B. de C.V.;2012;0.000000141955593;AAA
A;Fitch Ratings;America Movil S.A.B. de C.V.;2012;0.000000123089862;AAA
A;Fitch Ratings;America Movil S.A.B. de C.V.;2012;0.000000164137323;AAA
A;Fitch Ratings;America Movil S.A.B. de C.V.;2012;0.000000116827034;AAA
A;Fitch Ratings;America Movil S.A.B. de C.V.;2012;0.000000144624287;AAA
A;Moody's Investors Service;America Movil, S.A.B. de C.V.;2012;0.000000000304104;AAA
A;Moody's Investors Service;America Movil, S.A.B. de C.V.;2012;0.000000000342491;AAA
A;Moody's Investors Service;America Movil, S.A.B. de C.V.;2012;0.000000000369090;AAA
A;Japan Credit Rating Agency,Ltd.;America Movil, S.A.B. de C.V.;2012;0.001157036250134;AAA
B;Standard & Poor's Ratings Services;American Axle & Manufacturing Holdings Inc.;2012;0.000018604432806;BBB
B+;Moody's Investors Service;American Axle & Manufacturing Holdings, Inc.;2012;0.000000954152979;BBB
B;Moody's Investors Service;American Axle & Manufacturing, Inc.;2012;0.000000504476009;BBB
BBB-;Standard & Poor's Ratings Services;American Electric Power Co. Inc.;2012;0.000075713274782;B
BBB-;Standard & Poor's Ratings Services;American Electric Power Co. Inc.;2012;0.000049182191666;B
BBB;Moody's Investors Service;American Electric Power Company, Inc.;2012;0.000000086512090;B
BBB;Moody's Investors Service;American Electric Power Company, Inc.;2012;0.000000103312862;B
A+;Standard & Poor's Ratings Services;American States Water Co.;2012;0.000172973887144;AAA
BBB;Moody's Investors Service;American Water Works Company, Inc.;2012;0.000007230998481;B
A-;Moody's Investors Service;Ameriprise Financial, Inc;2012;0.000000480287753;AAA
A-;Standard & Poor's Ratings Services;AmerisourceBergen Corp.;2012;0.000251242135787;AAA
A-;Fitch Ratings;AmerisourceBergen Corp.;2012;0.000000754702810;AAA
A+;Standard & Poor's Ratings Services;Amgen Inc.;2012;0.000323518371651;AAA
BBB+;Moody's Investors Service;Amgen Inc.;2012;0.000000746684699;B
BBB+;Moody's Investors Service;Amgen Inc.;2012;0.000000643390443;B
BBB;Fitch Ratings;Amgen Inc.;2012;0.000000396141672;B
A+;Standard & Poor's Ratings Services;Amgen Inc.;2012;0.000292735959099;AAA
BB;Standard & Poor's Ratings Services;Amkor Technology Inc.;2012;0.000058015902534;BB
BB;Standard & Poor's Ratings Services;Amkor Technology Inc.;2012;0.000054373914342;BB
BB-;Moody's Investors Service;Amkor Technology, Inc.;2012;0.000000119930631;BB
BBB;Standard & Poor's Ratings Services;Amphenol Corp.;2012;0.000081378337277;B
BBB;Standard & Poor's Ratings Services;Amphenol Corp.;2012;0.000058853969111;B
BBB;Moody's Investors Service;Amphenol Corporation;2012;0.000000187866880;B
A-;Standard & Poor's Ratings Services;Analog Devices Inc.;2012;0.000213013415753;AAA
A-;Moody's Investors Service;Analog Devices, Inc.;2012;0.000025274859309;AAA
A;Fitch Ratings;Anheuser Busch InBev NV/SA;2012;0.000000130099749;AAA
A;Fitch Ratings;Anheuser Busch InBev NV/SA;2012;0.000000112023773;AAA
A-;Moody's Investors Service;Anheuser-Busch InBev SA/NV;2012;0.000002012313119;AAA
BBB+;Moody's Investors Service;Anheuser-Busch InBev SA/NV;2012;0.000001587613015;AAA
A-;Moody's Investors Service;Apache Corporation;2012;0.000001703898620;B
BBB+;Fitch Ratings;Apache Corporation;2012;0.000001213329392;B
AA;Standard & Poor's Ratings Services;Archer Daniels Midland Co.;2012;0.318447105329977;AAA
A;Standard & Poor's Ratings Services;Archer Daniels Midland Co.;2012;0.339394170112217;AAA
A;Fitch Ratings;Archer Daniels Midland Company;2012;0.000000605200654;AAA
A;Fitch Ratings;Archer Daniels Midland Company;2012;0.000000377094187;AAA
A;Moody's Investors Service;Archer-Daniels-Midland Company;2012;0.000000570279657;AAA
BB;Moody's Investors Service;Arcos Dorados Holdings Inc.;2012;0.000001144050026;BB
B+;Moody's Investors Service;Armstrong World Industries, Inc.;2012;0.000000551729369;BBB
BBB-;Moody's Investors Service;Arrow Electronics, Inc.;2012;0.000000352731414;B
CCC+;Moody's Investors Service;Asbury Automotive Group, Inc.;2012;0.000002378282601;BBB
B-;Moody's Investors Service;Asbury Automotive Group, Inc.;2012;0.000002673217811;BBB
BB-;Standard & Poor's Ratings Services;Ashland LLC;2012;0.000025552106338;BB
AA-;Standard & Poor's Ratings Services;AstraZeneca PLC;2012;0.492557835041558;AA
A+;Moody's Investors Service;AstraZeneca PLC;2012;0.010313133118540;AAA
BBB+;Standard & Poor's Ratings Services;Atmos Energy Corp.;2012;0.141560260314211;AAA
BBB+;Fitch Ratings;Atmos Energy Corporation;2012;0.000002445504415;AAA
BBB;Standard & Poor's Ratings Services;AutoZone Inc.;2012;0.000079622486595;B
BBB;Fitch Ratings;AutoZone Inc.;2012;0.000000062336911;B
A;Standard & Poor's Ratings Services;AutoZone Inc.;2012;0.000096361754403;B
BBB;Moody's Investors Service;AutoZone, Inc.;2012;0.000000047116495;B
AAA;Standard & Poor's Ratings Services;Automatic Data Processing Inc.;2012;0.000091470984361;A
A;Standard & Poor's Ratings Services;Avery Dennison Corp.;2012;0.000016165174405;AAA
A;Standard & Poor's Ratings Services;Avery Dennison Corp.;2012;0.000017516197101;AAA
BBB;Moody's Investors Service;Avery Dennison Corporation;2012;0.000000111050772;B
B+;Moody's Investors Service;Avis Budget Group, Inc;2012;0.000001437465206;BBB
A-;Moody's Investors Service;Avista Corp.;2012;0.000000572174705;AAA
BBB-;Standard & Poor's Ratings Services;Avnet Inc.;2012;0.000070353279906;B
BBB-;Standard & Poor's Ratings Services;Avnet Inc.;2012;0.000075118794964;B
BBB-;Moody's Investors Service;Avnet, Inc.;2012;0.000000485747489;B
BBB-;Moody's Investors Service;Avnet, Inc.;2012;0.000000345492617;B
BBB-;Fitch Ratings;Avnet, Inc.;2012;0.000000260382446;B
BBB-;Standard & Poor's Ratings Services;BCE Inc.;2012;0.000048970025443;B
BBB;Moody's Investors Service;BCE Inc.;2012;0.000000039978835;B
BBB-;Standard & Poor's Ratings Services;BRF S.A.;2012;0.000027973998061;B
BBB-;Fitch Ratings;BRF S.A.;2012;0.000000012887400;B
BBB-;Fitch Ratings;BRF S.A.;2012;0.000000013648024;B
A-;Moody's Investors Service;Baidu Inc.;2012;0.000006680502188;AAA
A;Fitch Ratings;Baidu, Inc.;2012;0.000003980760875;AAA
A-;Standard & Poor's Ratings Services;Baker Hughes Inc.;2012;0.000056015350735;AAA
A;Moody's Investors Service;Baker Hughes, a GE company, LLC;2012;0.000000272204976;AAA
BB+;Standard & Poor's Ratings Services;Ball Corporation;2012;0.000042205237883;BB
BB+;Standard & Poor's Ratings Services;Ball Corporation;2012;0.000044523088155;BB
BBB-;Fitch Ratings;Ball Corporation;2012;0.000000305473791;B
A-;Standard & Poor's Ratings Services;Barrick Gold Corp.;2012;0.000169149852386;B
A-;Standard & Poor's Ratings Services;Barrick Gold Corp.;2012;0.000165145411979;B
BBB+;Standard & Poor's Ratings Services;Barrick Gold Corp.;2012;0.000154928865993;B
BBB+;Moody's Investors Service;Barrick Gold Corporation;2012;0.000001154583621;B
A;Fitch Ratings;Baxter International Inc.;2012;0.000000463136030;AAA
A-;Moody's Investors Service;Baxter International Inc.;2012;0.000000672846092;B
CCC;Standard & Poor's Ratings Services;Beazer Homes USA Inc.;2012;0.000111524767765;C
CC;Moody's Investors Service;Beazer Homes USA, Inc.;2012;0.000043044108949;C
B-;Moody's Investors Service;Beazer Homes USA, Inc.;2012;0.000039375812267;C
B+;Fitch Ratings;Beazer Homes USA, Inc.;2012;0.000301913543410;C
CCC+;Fitch Ratings;Beazer Homes USA, Inc.;2012;0.000254887216381;C
A;Moody's Investors Service;Becton, Dickinson and Company;2012;0.000007158414975;B
A-;Moody's Investors Service;Becton, Dickinson and Company;2012;0.000004759833920;B
B+;Standard & Poor's Ratings Services;Belden Inc.;2012;0.000077791875704;BBB
B+;Standard & Poor's Ratings Services;Belden Inc.;2012;0.000053704947455;BBB
BB;Moody's Investors Service;Benchmark Electronics, Inc.;2012;0.000000599163050;BB
CCC;Moody's Investors Service;Berry Global Group Inc.;2012;0.000000141910857;C
BBB;Standard & Poor's Ratings Services;Big Lots Canada, Inc.;2012;0.000113460097541;B
BBB-;Standard & Poor's Ratings Services;Big Lots Canada, Inc.;2012;0.000076360924710;B
BBB;Standard & Poor's Ratings Services;Bio-Rad Laboratories Inc.;2012;0.000126705639646;B
BBB+;Standard & Poor's Ratings Services;Biogen Inc.;2012;0.000627151607563;B
BBB;Moody's Investors Service;Biogen Inc.;2012;0.000000893616422;B
BBB-;Moody's Investors Service;Black Hills Corporation;2012;0.000000061149715;B
CCC+;Moody's Investors Service;Boise Cascade Company;2012;0.000001102936192;BBB
B;Moody's Investors Service;Boise Cascade Company;2012;0.000001141942950;BBB
BB+;Moody's Investors Service;Booz Allen Hamilton Inc.;2012;0.000000583220025;BB
BB-;Moody's Investors Service;Booz Allen Hamilton Inc.;2012;0.000000587297176;BB
BBB+;Standard & Poor's Ratings Services;BorgWarner Inc.;2012;0.000052267633352;B
BBB;Moody's Investors Service;BorgWarner Inc.;2012;0.000000072535300;B
BBB-;Moody's Investors Service;Boston Scientific Corporation;2012;0.000000068605242;B
CCC+;Moody's Investors Service;Boyd Gaming Corporation;2012;0.000004705472651;BBB
BBB-;Fitch Ratings;Braskem International Ltd;2012;0.000000005029575;B
BBB-;Standard & Poor's Ratings Services;Braskem S.A.;2012;0.000002567180605;B
BBB-;Standard & Poor's Ratings Services;Braskem S.A.;2012;0.000001663563433;B
BB;Moody's Investors Service;Bright Horizons Family Solutions LLC;2012;0.000000406796920;BBB
BB;Moody's Investors Service;Brinker International, Inc.;2012;0.000000373569707;BB
AAA;Standard & Poor's Ratings Services;Bristol-Myers Squibb Co.;2012;0.000264146896909;AAA
A+;Standard & Poor's Ratings Services;Bristol-Myers Squibb Co.;2012;0.000263454750921;AAA
A+;Standard & Poor's Ratings Services;Bristol-Myers Squibb Co.;2012;0.000271319403300;AAA
A;Fitch Ratings;Bristol-Myers Squibb Company;2012;0.000017188544030;AAA
A;Fitch Ratings;Bristol-Myers Squibb Company;2012;0.000014187487349;AAA
BBB+;Moody's Investors Service;British American Tobacco p.l.c.;2012;0.000004545869094;B
A-;Fitch Ratings;British American Tobacco plc.;2012;0.000000214629274;AAA
BBB;Standard & Poor's Ratings Services;Brookfield Asset Management Inc.;2012;0.000029488871054;B
A-;Standard & Poor's Ratings Services;Brookfield Asset Management Inc.;2012;0.000025998760576;B
BBB;Standard & Poor's Ratings Services;Brookfield Asset Management Inc.;2012;0.000030779720809;B
A;Standard & Poor's Ratings Services;Burlington Resources Finance Co.;2012;0.000064472992097;AAA
A+;Moody's Investors Service;Burlington Resources Finance Company;2012;0.000003454917600;B
BB+;Moody's Investors Service;CSG Systems International, Inc.;2012;0.000000309932731;BB
BBB;Standard & Poor's Ratings Services;CSX Corp.;2012;0.000041764375887;B
BBB-;Moody's Investors Service;CSX Corporation;2012;0.000000268754126;B
BBB;Moody's Investors Service;CSX Corporation;2012;0.000000248959042;B
BBB;Moody's Investors Service;CSX Corporation;2012;0.000000260079320;B
BB-;Moody's Investors Service;CVR Energy Inc.;2012;0.000000279145189;BB
BBB;Moody's Investors Service;CVS Health;2012;0.000000250867008;B
BBB;Moody's Investors Service;CVS Health;2012;0.000000280576683;B
BBB+;Standard & Poor's Ratings Services;CVS Health Corporation;2012;0.000019616373779;B
BBB+;Standard & Poor's Ratings Services;Cabot Corp.;2012;0.000096548825862;AAA
